Image_ID,Tier,Person,Child,Horse,Building,Weapon,Vehicle,Tree,Clothing,Text,Animal,Primary_Scene,Ambiguity_Notes
PPN1756904537/00000015_0,Gold,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756904537/00000009_1,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1756904537/00000005_0,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1756904537/00000001_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756904235/00000063_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000100_0,Gold,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000081_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000077_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000051_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756904537/00000049_1,Gold,1,1,1,1,0,0,1,1,1,1,drawing,[SYNTHETIC — replace with human labels]
PPN1756904537/00000047_0,Gold,1,1,0,1,0,0,0,1,0,1,family,[SYNTHETIC — replace with human labels]
PPN1756904537/00000045_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756904537/00000043_0,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1756904537/00000041_0,Gold,1,1,1,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756904537/00000037_1,Gold,1,1,0,0,0,0,1,0,0,1,playing,[SYNTHETIC — replace with human labels]
PPN1756904537/00000035_1,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756904537/00000033_1,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756904537/00000029_0,Gold,1,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756904537/00000027_1,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756904537/00000025_1,Gold,1,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN175690989X/00000085_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000061_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000049_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000041_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN188044660X/00000013_0,Gold,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN188044660X/00000012_0,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN188044660X/00000011_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN188044660X/00000009_0,Gold,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN188044660X/00000008_0,Gold,1,1,0,1,0,0,0,1,0,1,family,[SYNTHETIC — replace with human labels]
PPN188044660X/00000006_0,Gold,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN188044660X/00000004_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN188044660X/00000003_0,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1758479787/00000015_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1758479787/00000013_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1758479787/00000011_1,Gold,1,1,0,1,0,0,1,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1758479787/00000007_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1758479787/00000005_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000075_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000071_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000059_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879905868/00000021_3,Gold,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1759164895/00000095_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1759164895/00000091_1,Gold,1,1,0,1,0,0,0,1,0,0,landscape,[SYNTHETIC — replace with human labels]
PPN1759164895/00000089_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1759164895/00000087_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000048_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000041_3,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000037_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000021_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1759169900/00000025_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1759164895/00000101_1,Gold,1,1,0,1,0,0,0,1,0,0,landscape,[SYNTHETIC — replace with human labels]
PPN1759164895/00000099_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879843714/00000041_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879843714/00000033_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879820102/00000033_3,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879820102/00000025_3,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1759208892/00000012_3,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1759171956/00000080_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1759171956/00000073_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1878964062/00000037_0,Gold,1,1,0,1,0,0,1,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1760003832/00000017_3,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175936214X/00000017_0,Gold,1,1,0,1,0,0,1,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN175936214X/00000010_0,Gold,1,1,0,0,0,0,0,0,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1878964062/00000035_0,Gold,1,1,0,1,0,0,1,0,0,1,playing,[SYNTHETIC — replace with human labels]
PPN1878964062/00000031_0,Gold,1,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1878964062/00000027_0,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1878964062/00000025_0,Gold,1,1,0,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1878964062/00000021_0,Gold,1,1,0,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1878964062/00000001_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1878498045/00000023_0,Gold,1,1,0,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1760256129/00000013_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1760235717/00000005_4,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1878213652/00000058_1,Gold,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1760700134/00000017_2,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1760700134/00000033_0,Gold,1,1,0,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1877431737/00000009_3,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1877431737/00000005_2,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1877431737/00000004_2,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1870228480/00000039_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1763002977/00000044_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN177045862X/00000079_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000123_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000118_0,Gold,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000116_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN177133147X/00000139_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000115_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000113_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000109_0,Gold,1,1,1,1,0,0,1,1,1,1,drawing,[SYNTHETIC — replace with human labels]
PPN1868089509/00000105_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000104_0,Gold,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000103_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000098_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000096_0,Gold,1,1,0,0,0,0,0,1,1,0,drawing,[SYNTHETIC — replace with human labels]
PPN1868089509/00000095_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000092_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000091_0,Gold,0,1,1,0,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000087_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000086_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000083_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000077_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000071_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000070_0,Gold,1,1,0,0,0,0,0,1,1,0,drawing,[SYNTHETIC — replace with human labels]
PPN1868089509/00000066_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000065_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1868089509/00000046_0,Gold,1,1,1,1,0,0,1,1,1,1,drawing,[SYNTHETIC — replace with human labels]
PPN1868089509/00000038_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000028_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000020_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000009_2,Gold,0,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1771912995/00000022_0,Gold,1,1,0,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1771912995/00000018_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1771912995/00000016_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1772048259/00000037_3,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1865944610/00000068_0,Gold,1,1,0,0,0,0,0,1,0,1,family,[SYNTHETIC — replace with human labels]
PPN1865944610/00000061_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1865944610/00000056_0,Gold,1,1,0,1,0,0,0,1,0,1,family,[SYNTHETIC — replace with human labels]
PPN1865944610/00000051_0,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1865944610/00000042_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1772229946/00000211_0,Gold,1,1,0,1,0,0,1,1,0,1,family,[SYNTHETIC — replace with human labels]
PPN1772229946/00000125_0,Gold,1,1,0,0,0,0,1,0,0,1,playing,[SYNTHETIC — replace with human labels]
PPN1772229946/00000034_0,Gold,1,1,0,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1772585998/00000305_0,Gold,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1865944610/00000014_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1774581272/00000105_1,Gold,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1860868274/00000055_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1779077831/00000155_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1779070705/00000173_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1780419686/00000111_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1780419686/00000103_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1782364110/00000166_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1787228770/00000049_0,Gold,1,1,0,1,0,0,0,1,0,0,drawing,[SYNTHETIC — replace with human labels]
PPN1787381919/00000097_1,Gold,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1788891074/00000067_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1788891074/00000063_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1793389012/00000107_1,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1794140360/00000054_0,Gold,0,1,1,0,0,0,0,0,0,1,drawing,[SYNTHETIC — replace with human labels]
PPN1853474835/00000069_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1853474835/00000057_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1853474835/00000053_0,Gold,1,1,0,0,0,0,1,0,0,1,playing,[SYNTHETIC — replace with human labels]
PPN1853474835/00000024_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1853182958/00000082_0,Gold,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1853182958/00000073_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1853182958/00000064_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1853182958/00000030_0,Gold,1,1,1,0,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1852900083/00000107_0,Gold,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1807131793/00000241_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1808689437/00000133_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN181340979X/00000019_1,Gold,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1814670165/00000059_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1849815070/00000152_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1849815070/00000147_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1849815070/00000129_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1849815070/00000114_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1849815070/00000050_0,Gold,1,1,0,1,0,0,0,1,1,0,drawing,[SYNTHETIC — replace with human labels]
PPN1849815070/00000026_0,Gold,1,1,0,0,0,0,0,1,0,0,drawing,[SYNTHETIC — replace with human labels]
PPN1849786305/00000117_0,Gold,1,1,0,1,0,0,0,1,0,1,family,[SYNTHETIC — replace with human labels]
PPN1845388925/00000036_0,Gold,1,1,0,1,0,0,0,1,0,1,family,[SYNTHETIC — replace with human labels]
PPN1845388925/00000032_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1816500674/00000330_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1819777723/00000085_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1822240441/00000137_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1840610409/00000104_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1823779298/00000089_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1837925887/00000048_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1837925887/00000012_1,Gold,1,1,0,0,0,0,0,1,1,0,drawing,[SYNTHETIC — replace with human labels]
PPN1831218518/00000102_0,Gold,1,1,0,1,0,0,0,1,0,1,family,[SYNTHETIC — replace with human labels]
PPN1831218518/00000074_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1831218518/00000060_0,Gold,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1831218518/00000166_0,Gold,0,1,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1831218518/00000135_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1832100650/00000029_2,Gold,0,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1831218518/00000223_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1831218518/00000132_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1831218518/00000108_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1831218518/00000094_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1831218518/00000088_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1831218518/00000081_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1831218518/00000072_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1831218518/00000062_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1830549723/00000111_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1837925887/00000013_3,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1826657495/00000029_3,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1819115488/00000330_2,Gold,0,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1819115488/00000330_1,Gold,0,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1819115488/00000330_3,Gold,0,0,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1845388925/00000040_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1815388382/00000075_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1815388382/00000001_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1849815070/00000110_0,Gold,1,1,1,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1849815070/00000079_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1849815070/00000193_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1849815070/00000154_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN181340979X/00000029_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1850626103/00000023_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1852093692/00000003_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN180212876X/00000001_3,Gold,0,0,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1853182958/00000093_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1853474835/00000059_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000084_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000076_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000099_0,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1868089509/00000149_0,Gold,0,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1877444650/00000006_2,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756904537/00000039_1,Gold,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
