image_id,raw_name,width,height,scene_labels,n_scene_labels,n_boxes,label_teaching,label_family,label_playing,label_landscape,label_drawing
00000005_6,images/PPN1760235717_00000005_6.jpg,4788,2248,drawing,1,0,0,0,0,0,1
00000007_5,images/PPN1760256129_00000007_5.jpg,642,842,drawing,1,0,0,0,0,0,1
00000015_4,images/PPN176033667X_00000015_4.jpg,1096,590,drawing,1,0,0,0,0,0,1
00000031_7,images/PPN176033667X_00000031_7.jpg,964,924,drawing,1,0,0,0,0,0,1
00000035_2,images/PPN176033667X_00000035_2.jpg,3470,1282,drawing,1,0,0,0,0,0,1
00000037_2,images/PPN176033667X_00000037_2.jpg,648,932,drawing,1,0,0,0,0,0,1
00000037_3,images/PPN176033667X_00000037_3.jpg,1180,1370,drawing,1,0,0,0,0,0,1
00000037_4,images/PPN176033667X_00000037_4.jpg,1646,1214,drawing,1,0,0,0,0,0,1
00000041_3,images/PPN176033667X_00000041_3.jpg,1184,854,drawing,1,0,0,0,0,0,1
00000041_4,images/PPN176033667X_00000041_4.jpg,930,874,drawing,1,0,0,0,0,0,1
00000045_3,images/PPN176033667X_00000045_3.jpg,2180,744,drawing,1,0,0,0,0,0,1
00000047_3,images/PPN176033667X_00000047_3.jpg,956,946,drawing,1,0,0,0,0,0,1
00000049_2,images/PPN176033667X_00000049_2.jpg,1096,920,drawing,1,0,0,0,0,0,1
00000053_2,images/PPN176033667X_00000053_2.jpg,1044,656,drawing,1,0,0,0,0,0,1
00000053_4,images/PPN176033667X_00000053_4.jpg,1658,1118,drawing,1,0,0,0,0,0,1
00000055_4,images/PPN176033667X_00000055_4.jpg,1100,1140,drawing,1,0,0,0,0,0,1
00000063_1,images/PPN176033667X_00000063_1.jpg,642,450,drawing,1,0,0,0,0,0,1
00000063_2,images/PPN176033667X_00000063_2.jpg,398,606,drawing,1,0,0,0,0,0,1
00000065_1,images/PPN176033667X_00000065_1.jpg,1078,1010,drawing,1,0,0,0,0,0,1
00000065_2,images/PPN176033667X_00000065_2.jpg,1078,890,drawing,1,0,0,0,0,0,1
00000073_1,images/PPN176033667X_00000073_1.jpg,888,912,drawing,1,0,0,0,0,0,1
00000073_2,images/PPN176033667X_00000073_2.jpg,2180,952,drawing,1,0,0,0,0,0,1
00000073_3,images/PPN176033667X_00000073_3.jpg,2742,4142,drawing,1,0,0,0,0,0,1
00000087_3,images/PPN176033667X_00000087_3.jpg,776,880,drawing,1,0,0,0,0,0,1
00000007_4,images/PPN1760338818_00000007_4.jpg,1732,1244,landscape,1,0,0,0,0,1,0
00000016_3,images/PPN1760338818_00000016_3.jpg,1710,1212,landscape,1,0,0,0,0,1,0
00000021_2,images/PPN1760376493_00000021_2.jpg,1020,1006,drawing,1,0,0,0,0,0,1
00000041_3,images/PPN1760381950_00000041_3.jpg,1076,854,drawing,1,0,0,0,0,0,1
00000041_4,images/PPN1760381950_00000041_4.jpg,1422,882,drawing,1,0,0,0,0,0,1
00000093_0,images/PPN1760688525_00000093_0.jpg,2206,1086,drawing,1,0,0,0,0,0,1
00000100_0,images/PPN1760688525_00000100_0.jpg,2188,1164,family,1,0,0,1,0,0,0
00000121_0,images/PPN1760688525_00000121_0.jpg,2206,1056,,0,0,0,0,0,0,0
00000016_2,images/PPN1760689742_00000016_2.jpg,3260,3330,family,1,0,0,1,0,0,0
00000009_0,images/PPN1760700134_00000009_0.jpg,4094,2662,drawing,1,0,0,0,0,0,1
00000011_1,images/PPN1760700134_00000011_1.jpg,1332,832,drawing,1,0,0,0,0,0,1
00000017_0,images/PPN1760700134_00000017_0.jpg,2678,2316,drawing,1,0,0,0,0,0,1
00000023_0,images/PPN1760700134_00000023_0.jpg,4096,2784,landscape,1,0,0,0,0,1,0
00000027_2,images/PPN1760700134_00000027_2.jpg,3090,2270,family,1,0,0,1,0,0,0
00000029_0,images/PPN1760700134_00000029_0.jpg,4096,2952,drawing,1,0,0,0,0,0,1
00000033_0,images/PPN1760700134_00000033_0.jpg,4096,2850,drawing,1,0,0,0,0,0,1
00000025_2,images/PPN1760865370_00000025_2.jpg,670,700,drawing,1,0,0,0,0,0,1
00000033_2,images/PPN1760865370_00000033_2.jpg,650,2588,drawing,1,0,0,0,0,0,1
00000060_4,images/PPN1762543125_00000060_4.jpg,374,356,drawing,1,0,0,0,0,0,1
00000075_1,images/PPN1762637030_00000075_1.jpg,980,1044,drawing,1,0,0,0,0,0,1
00000085_1,images/PPN1762637030_00000085_1.jpg,828,898,drawing,1,0,0,0,0,0,1
00000085_6,images/PPN1762637030_00000085_6.jpg,708,928,drawing,1,0,0,0,0,0,1
00000009_4,images/PPN1762637448_00000009_4.jpg,1624,1556,drawing,1,0,0,0,0,0,1
00000047_2,images/PPN1762637448_00000047_2.jpg,1034,1252,drawing,1,0,0,0,0,0,1
00000063_1,images/PPN1762637448_00000063_1.jpg,1400,1984,drawing,1,0,0,0,0,0,1
00000007_5,images/PPN1762638053_00000007_5.jpg,1974,3298,drawing,1,0,0,0,0,0,1
00000033_5,images/PPN1762638053_00000033_5.jpg,1958,1452,drawing,1,0,0,0,0,0,1
00000039_2,images/PPN1762638053_00000039_2.jpg,1846,2890,drawing,1,0,0,0,0,0,1
00000043_3,images/PPN1762638053_00000043_3.jpg,2830,3258,drawing,1,0,0,0,0,0,1
00000047_2,images/PPN1762638053_00000047_2.jpg,2552,3276,drawing,1,0,0,0,0,0,1
00000049_4,images/PPN1762638053_00000049_4.jpg,3326,2188,drawing,1,0,0,0,0,0,1
00000020_5,images/PPN1762638355_00000020_5.jpg,1510,1866,drawing,1,0,0,0,0,0,1
00000021_2,images/PPN1762638355_00000021_2.jpg,2338,2096,drawing,1,0,0,0,0,0,1
00000033_3,images/PPN1762638355_00000033_3.jpg,1934,1906,drawing,1,0,0,0,0,0,1
00000034_2,images/PPN1762638355_00000034_2.jpg,1854,1948,drawing,1,0,0,0,0,0,1
00000017_4,images/PPN176263855X_00000017_4.jpg,588,392,drawing,1,0,0,0,0,0,1
00000031_2,images/PPN176263855X_00000031_2.jpg,806,912,drawing,1,0,0,0,0,0,1
00000041_2,images/PPN176263855X_00000041_2.jpg,2142,2142,drawing,1,0,0,0,0,0,1
00000041_3,images/PPN176263855X_00000041_3.jpg,1594,2676,drawing,1,0,0,0,0,0,1
00000042_3,images/PPN176263855X_00000042_3.jpg,736,1174,drawing,1,0,0,0,0,0,1
00000003_4,images/PPN1762639173_00000003_4.jpg,1626,608,drawing,1,0,0,0,0,0,1
00000039_2,images/PPN1762639173_00000039_2.jpg,1286,570,drawing,1,0,0,0,0,0,1
00000060_1,images/PPN1762681242_00000060_1.jpg,620,368,drawing,1,0,0,0,0,0,1
00000075_1,images/PPN1762681242_00000075_1.jpg,2996,1032,drawing,1,0,0,0,0,0,1
00000063_1,images/PPN176268344X_00000063_1.jpg,446,390,drawing,1,0,0,0,0,0,1
00000063_2,images/PPN176268344X_00000063_2.jpg,480,786,drawing,1,0,0,0,0,0,1
00000052_0,images/PPN1762691108_00000052_0.jpg,5286,1614,drawing,1,0,0,0,0,0,1
00000114_3,images/PPN1762691108_00000114_3.jpg,1578,378,drawing,1,0,0,0,0,0,1
00000128_0,images/PPN1762691108_00000128_0.jpg,5048,1606,drawing,1,0,0,0,0,0,1
00000139_1,images/PPN1762691108_00000139_1.jpg,3832,1620,drawing,1,0,0,0,0,0,1
00000139_2,images/PPN1762691108_00000139_2.jpg,1158,1156,drawing,1,0,0,0,0,0,1
00000162_0,images/PPN1762691108_00000162_0.jpg,5238,1592,drawing,1,0,0,0,0,0,1
00000163_0,images/PPN1762691108_00000163_0.jpg,4834,1568,drawing,1,0,0,0,0,0,1
00000186_0,images/PPN1762691108_00000186_0.jpg,5192,1616,drawing,1,0,0,0,0,0,1
00000201_0,images/PPN1762691108_00000201_0.jpg,5134,1644,drawing,1,0,0,0,0,0,1
00000206_0,images/PPN1762691108_00000206_0.jpg,5060,1644,drawing,1,0,0,0,0,0,1
00000019_8,images/PPN1762700875_00000019_8.jpg,624,700,drawing,1,0,0,0,0,0,1
00000034_11,images/PPN1762700875_00000034_11.jpg,482,656,drawing,1,0,0,0,0,0,1
00000034_3,images/PPN1762700875_00000034_3.jpg,512,496,drawing,1,0,0,0,0,0,1
00000034_7,images/PPN1762700875_00000034_7.jpg,494,640,drawing,1,0,0,0,0,0,1
00000035_2,images/PPN1762700875_00000035_2.jpg,654,946,drawing,1,0,0,0,0,0,1
00000035_4,images/PPN1762700875_00000035_4.jpg,652,746,drawing,1,0,0,0,0,0,1
00000035_7,images/PPN1762700875_00000035_7.jpg,492,586,drawing,1,0,0,0,0,0,1
00000035_8,images/PPN1762700875_00000035_8.jpg,602,650,drawing,1,0,0,0,0,0,1
00000051_6,images/PPN1762700875_00000051_6.jpg,462,650,drawing,1,0,0,0,0,0,1
00000052_0,images/PPN1762700875_00000052_0.jpg,2208,2956,family,1,0,0,1,0,0,0
00000066_4,images/PPN1762700875_00000066_4.jpg,534,658,drawing,1,0,0,0,0,0,1
00000066_5,images/PPN1762700875_00000066_5.jpg,1220,778,drawing,1,0,0,0,0,0,1
00000067_4,images/PPN1762700875_00000067_4.jpg,558,1390,drawing,1,0,0,0,0,0,1
00000082_1,images/PPN1762700875_00000082_1.jpg,644,648,drawing,1,0,0,0,0,0,1
00000082_10,images/PPN1762700875_00000082_10.jpg,608,626,drawing,1,0,0,0,0,0,1
00000082_3,images/PPN1762700875_00000082_3.jpg,654,770,drawing,1,0,0,0,0,0,1
00000082_9,images/PPN1762700875_00000082_9.jpg,582,600,drawing,1,0,0,0,0,0,1
00000057_1,images/PPN1762780186_00000057_1.jpg,3618,2784,family,1,0,0,1,0,0,0
00000049_2,images/PPN1762793989_00000049_2.jpg,2064,3302,drawing,1,0,0,0,0,0,1
00000093_0,images/PPN1762807572_00000093_0.jpg,2172,1744,landscape,1,0,0,0,0,1,0
00000028_1,images/PPN1762999625_00000028_1.jpg,304,370,drawing,1,0,0,0,0,0,1
00000005_0,images/PPN1763002977_00000005_0.jpg,3240,2326,family,1,0,0,1,0,0,0
00000025_0,images/PPN1763002977_00000025_0.jpg,3164,2350,playing,1,0,0,0,1,0,0
00000031_0,images/PPN1763002977_00000031_0.jpg,3194,2312,playing,1,0,0,0,1,0,0
00000039_0,images/PPN1763002977_00000039_0.jpg,3170,2266,playing,1,0,0,0,1,0,0
00000057_1,images/PPN177045862X_00000057_1.jpg,1970,1466,drawing,1,0,0,0,0,0,1
00000082_1,images/PPN177045862X_00000082_1.jpg,1994,1452,playing,1,0,0,0,1,0,0
00000041_1,images/PPN1770469494_00000041_1.jpg,3596,2474,drawing,1,0,0,0,0,0,1
00000051_1,images/PPN1770469494_00000051_1.jpg,3608,2366,drawing,1,0,0,0,0,0,1
00000013_2,images/PPN1770661859_00000013_2.jpg,2350,2104,drawing,1,0,0,0,0,0,1
00000016_2,images/PPN1770768653_00000016_2.jpg,746,348,drawing,1,0,0,0,0,0,1
00000012_3,images/PPN1770846824_00000012_3.jpg,1606,1660,landscape,1,0,0,0,0,1,0
00000005_1,images/PPN1771056967_00000005_1.jpg,486,396,drawing,1,0,0,0,0,0,1
00000008_0,images/PPN1771056967_00000008_0.jpg,490,370,drawing,1,0,0,0,0,0,1
00000008_1,images/PPN1771056967_00000008_1.jpg,3662,3040,drawing,1,0,0,0,0,0,1
00000009_0,images/PPN1771056967_00000009_0.jpg,2046,2496,drawing,1,0,0,0,0,0,1
00000011_0,images/PPN1771056967_00000011_0.jpg,3202,1910,playing,1,0,0,0,1,0,0
00000567_1,images/PPN1771083751_00000567_1.jpg,2212,1916,landscape,1,0,0,0,0,1,0
00000635_0,images/PPN1771083751_00000635_0.jpg,1822,1384,drawing,1,0,0,0,0,0,1
00000360_0,images/PPN177108474X_00000360_0.jpg,3070,4294,drawing,1,0,0,0,0,0,1
00000003_3,images/PPN1771326603_00000003_3.jpg,990,1102,drawing,1,0,0,0,0,0,1
00000059_1,images/PPN1771327200_00000059_1.jpg,2056,3248,drawing,1,0,0,0,0,0,1
00000139_0,images/PPN177133147X_00000139_0.jpg,1776,2554,landscape,1,0,0,0,0,1,0
00000152_0,images/PPN177133147X_00000152_0.jpg,1972,2030,drawing,1,0,0,0,0,0,1
00000101_0,images/PPN1771331674_00000101_0.jpg,1780,1374,drawing,1,0,0,0,0,0,1
00000101_0,images/PPN177133259X_00000101_0.jpg,4446,3732,drawing,1,0,0,0,0,0,1
00000112_0,images/PPN177133259X_00000112_0.jpg,4300,3596,drawing,1,0,0,0,0,0,1
00000116_2,images/PPN177133259X_00000116_2.jpg,1694,1526,,0,0,0,0,0,0,0
00000002_10,images/PPN177133276X_00000002_10.jpg,600,760,drawing,1,0,0,0,0,0,1
00000002_11,images/PPN177133276X_00000002_11.jpg,620,780,drawing,1,0,0,0,0,0,1
00000002_14,images/PPN177133276X_00000002_14.jpg,610,732,drawing,1,0,0,0,0,0,1
00000002_16,images/PPN177133276X_00000002_16.jpg,606,782,drawing,1,0,0,0,0,0,1
00000002_17,images/PPN177133276X_00000002_17.jpg,602,794,drawing,1,0,0,0,0,0,1
00000002_20,images/PPN177133276X_00000002_20.jpg,602,786,drawing,1,0,0,0,0,0,1
00000002_21,images/PPN177133276X_00000002_21.jpg,614,800,drawing,1,0,0,0,0,0,1
00000002_8,images/PPN177133276X_00000002_8.jpg,622,832,drawing,1,0,0,0,0,0,1
00000002_9,images/PPN177133276X_00000002_9.jpg,624,786,drawing,1,0,0,0,0,0,1
00000003_16,images/PPN177133276X_00000003_16.jpg,590,756,drawing,1,0,0,0,0,0,1
00000003_20,images/PPN177133276X_00000003_20.jpg,594,786,drawing,1,0,0,0,0,0,1
00000003_22,images/PPN177133276X_00000003_22.jpg,610,798,drawing,1,0,0,0,0,0,1
00000003_4,images/PPN177133276X_00000003_4.jpg,606,778,drawing,1,0,0,0,0,0,1
00000003_7,images/PPN177133276X_00000003_7.jpg,614,742,drawing,1,0,0,0,0,0,1
00000121_10,images/PPN177133276X_00000121_10.jpg,598,764,drawing,1,0,0,0,0,0,1
00000121_11,images/PPN177133276X_00000121_11.jpg,590,788,drawing,1,0,0,0,0,0,1
00000121_19,images/PPN177133276X_00000121_19.jpg,592,780,drawing,1,0,0,0,0,0,1
00000121_3,images/PPN177133276X_00000121_3.jpg,606,782,drawing,1,0,0,0,0,0,1
00000121_8,images/PPN177133276X_00000121_8.jpg,588,782,drawing,1,0,0,0,0,0,1
00000035_2,images/PPN1771643269_00000035_2.jpg,506,410,drawing,1,0,0,0,0,0,1
00000039_2,images/PPN1771643269_00000039_2.jpg,328,888,drawing,1,0,0,0,0,0,1
00000045_2,images/PPN1771643269_00000045_2.jpg,806,894,drawing,1,0,0,0,0,0,1
00000045_3,images/PPN1771643269_00000045_3.jpg,1390,862,drawing,1,0,0,0,0,0,1
00000043_1,images/PPN1771728981_00000043_1.jpg,3554,2500,drawing,1,0,0,0,0,0,1
00000035_3,images/PPN177179075X_00000035_3.jpg,1574,1636,drawing,1,0,0,0,0,0,1
00000041_1,images/PPN177179075X_00000041_1.jpg,2438,1904,drawing,1,0,0,0,0,0,1
00000049_3,images/PPN177179075X_00000049_3.jpg,1540,1686,drawing,1,0,0,0,0,0,1
00000051_3,images/PPN177179075X_00000051_3.jpg,1590,1540,drawing,1,0,0,0,0,0,1
00000053_2,images/PPN177179075X_00000053_2.jpg,4110,1534,drawing,1,0,0,0,0,0,1
00000057_1,images/PPN177179075X_00000057_1.jpg,2210,2106,drawing,1,0,0,0,0,0,1
00000021_0,images/PPN177179416X_00000021_0.jpg,2412,2424,drawing,1,0,0,0,0,0,1
00000031_0,images/PPN177179416X_00000031_0.jpg,2432,2450,landscape,1,0,0,0,0,1,0
00000035_0,images/PPN177179416X_00000035_0.jpg,2458,2592,landscape,1,0,0,0,0,1,0
00000021_2,images/PPN1771835095_00000021_2.jpg,644,442,drawing,1,0,0,0,0,0,1
00000011_0,images/PPN1771912995_00000011_0.jpg,3046,4096,family,1,0,0,1,0,0,0
00000018_0,images/PPN1771912995_00000018_0.jpg,2904,4096,playing,1,0,0,0,1,0,0
00000039_3,images/PPN1771994142_00000039_3.jpg,710,1798,drawing,1,0,0,0,0,0,1
00000018_3,images/PPN1772046205_00000018_3.jpg,1992,1478,drawing,1,0,0,0,0,0,1
00000019_2,images/PPN1772046205_00000019_2.jpg,1096,886,drawing,1,0,0,0,0,0,1
00000035_5,images/PPN1772048259_00000035_5.jpg,646,1590,landscape,1,0,0,0,0,1,0
